Vitel Mobile Inc,,,,,,,,,,,,,,,,
Inventory Valuation Summary,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
,Part #,Description,,,Asset Account,,,,,Qty,, ,,Unit Cost,Asset Value,
,SP HY TI5KBHS,HYUNDAI TITAN 5K BOTTOM HOUSING,,,Default,,,,,100,,ea,,$ 0.50,$ 50.00,
,SP HY TI5KBTGPSGSMDA,"HYUNDAI TITAN 5K BT GPS,GSM, +DUMMY ANTENNA",,,Default,,,,,164,,ea,,$ 0.08,$ 13.12,
,SP HY TI5KCL,HYUNDAI TITAN 5K CAMERA LENS,,,Default,,,,,57,,ea,,$ 0.04,$ 2.28,
,SP HY TI5KFC,HYUNDAI TITAN 5K FRONT CAMERA,,,Default,,,,,60,,ea,,$ 2.30,$ 138.00,
,SP HY TI5KMNFPC,HYUNDAI TITAN 5K MAIN FPC,,,Default,,,,,125,,ea,,$ 0.06,$ 7.50,
,SP HY TI5KMNPCBA,HYUNDAI TITAN 5K MINI PCBA,,,Default,,,,,101,,ea,,$ 0.80,$ 80.80,
,SP HY TI5KRCVMSH,HYUNDAI TITAN 5K RECEIVER MESH,,,Default,,,,,100,,ea,,$ 0.06,$ 6.00,
,SP HY TI5KSDFPC,HYUNDAI TITAN 5K SIDE BUTTON FPC,,,Default,,,,,155,,ea,,$ 0.15,$ 23.25,
,SP HY TILTEGSMANT,HYUNDAI TITAN LTE GSM ANTENNA,,,Default,,,,,152,,ea,,$ 0.07,$ 10.64,
,SP HY TILTELCD+TPGD,HYUNDAI TITAN LTE LCD+TP GOLD,,,Default,,,,,190,,ea,,$ 19.41,"$ 3,687.44",
,SP HY TILTELCD+TPGR,HYUNDAI TITAN LTE LCD+TP GREY,,,Default,,,,,47,,ea,,$ 19.42,$ 912.79,
,SP HY TILTELCD+TPWH,HYUNDAI TITAN LTE LCD+TP WHITE,,,Default,,,,,85,,ea,,$ 19.41,"$ 1,650.26",
,SP HY TILTEPC,HYUNDAI TITAN LTE PHONE CASE,,,Default,,,,,9,,ea,,$ 0.46,$ 4.10,
,SP HY W215BAT,HYUNDAI W215 BATTERY,,,Default,,,,,4,,ea,,$ 1.00,$ 4.00,
,,,,,,,,,,,,,Location Total:,,"$ 536,476.87",
,,,,,,,,,,,,Location Group Total:,,,"$ 536,476.87",
Joseph,,,,,,,,,,,,,,,,
Stock,,,,,,,,,,,,,,,,
,AC SM EF-DX620UBEGWW,SAMSUNG GALAXY TAB S10 FE PLUS BOOK COVER KEYBOARD - X620,,,Default,,,,,3,,ea,,$ 25.50,$ 76.50,
,AC SM EF-DX720UBEGWW,SAMSUNG GALAXY TAB S10 FE BOOK COVER KEYBOARD SLIM - X520,,,Default,,,,,1,,ea,,$ 21.00,$ 21.00,
,SM A166MLGGTPA,SAMSUNG GALAXY A16 5G 6+128GB LIGHT GREEN,,,Default,,,,,41,,ea,,$ 137.62,"$ 5,642.58",
,SM A256EZYDTPA,SAMSUNG GALAXY A25 5G 6+128GB YELLOW,,,Default,,,,,1,,ea,,$ 155.00,$ 155.00,
,SM A266MLGDTPA,SAMSUNG GALAXY A26 5G 6+128GB MINT,,,Default,,,,,16,,ea,,$ 190.00,"$ 3,040.00",
,SM A356ELVDTPA,SAMSUNG GALAXY A35 5G 8+128GB AWESOME LILAC,,,Default,,,,,1,,ea,,$ 210.00,$ 210.00,
,SM A366EZADTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME WHITE,,,Default,,,,,16,,ea,,$ 234.96,"$ 3,759.36",
,SM A556ELBLTPA,SAMSUNG GALAXY A55 5G 8+128GB AWESOME ICEBLUE,,,Default,,,,,1,,ea,,$ 255.00,$ 255.00,
,SM A566EZAATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME LIGHTGRAY,,,Default,,,,,15,,ea,,$ 308.37,"$ 4,625.56",
,SM F956BZSJTPA,SAMSUNG GALAXY FOLD 6 12+256GB SILVER SHADOW,,,Default,,,,,1,,ea,,"$ 1,541.08","$ 1,541.08",
,SM S928BZTKTPA,SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM GRAY,,,Default,,,,,1,,ea,,$ 740.00,$ 740.00,
,SM S931BDBJTPA,SAMSUNG GALAXY S25 12+128GB NAVY,,,Default,,,,,1,,ea,,$ 547.52,$ 547.52,
,SM S938BZBJTPA,SAMSUNG GALAXY S25 ULTRA 12+256GB TITANIUM SILVERBLUE,,,Default,,,,,1,,ea,,$ 849.99,$ 849.99,
,SM X520NZAATPA,SAMSUNG GALAXY TAB S10 FE WIFI 8+128GB (NO COVER) GRAY,,,Default,,,,,1,,ea,,$ 340.00,$ 340.00,
,SM X620NZAATPA,SAMSUNG GALAXY TAB S10 FE PLUS WIFI 8+128GB (NO COVER) GRAY,,,Default,,,,,3,,ea,,$ 419.99,"$ 1,259.97",
,SM X820NZADTPA,SAMSUNG GALAXY TAB S10 PLUS WIFI 12+256GB GRAPHITE,,,Default,,,,,1,,ea,,$ 629.69,$ 629.69,
,SM X920NZADTPA,SAMSUNG GALAXY TAB S10 ULTRA WIFI 12+256GB GRAPHITE,,,Default,,,,,1,,ea,,$ 777.74,$ 777.74,
,W SM R390NIDALTA,SAMSUNG GALAXY FIT 3 PINK GOLD,,,Default,,,,,1,,ea,,$ 32.00,$ 32.00,
,W SM R530NZWALTA,SAMSUNG GALAXY BUDS 3 WHITE,,,Default,,,,,18,,ea,,$ 99.55,"$ 1,791.96",
,,,,,,,,,,,,,Location Total:,,"$ 26,294.95",
,,,,,,,,,,,,Location Group Total:,,,"$ 26,294.95",
Main,,,,,,,,,,,,,,,,
Accessories,,,,,,,,,,,,,,,,
,AC SM EF-KG970CWEGWW,SAMSUNG S10e LED COVER WHITE,,,Default,,,,,40,,ea,,$ 27.50,"$ 1,100.00",
,AC SM EF-KG973CBEGWW,SAMSUNG S10 LED COVER BLACK,,,Default,,,,,58,,ea,,$ 27.50,"$ 1,595.00",
,AC SM EF-KG975CBEGWW,SAMSUNG S10 PLUS LED COVER BLACK,,,Default,,,,,15,,ea,,$ 27.50,$ 412.50,
,AC SM EF-NG970PBEGWW,SAMSUNG S10e LED VIEW COVER BLACK,,,Default,,,,,59,,ea,,$ 32.50,"$ 1,917.50",
,AC SM EF-NG970PWEGWW,SAMSUNG S10e LED VIEW COVER WHITE,,,Default,,,,,40,,ea,,$ 32.50,"$ 1,300.00",
,AC SM EF-NG973PBEGWW,SAMSUNG S10 LED VIEW COVER BLACK,,,Default,,,,,41,,ea,,$ 32.50,"$ 1,332.50",
,AC SM EF-NG973PGEGWW,SAMSUNG S10 LED VIEW COVER GREEN,,,Default,,,,,14,,ea,,$ 32.50,$ 455.00,
,AC SM EF-NG973PWEGWW,SAMSUNG S10 LED VIEW COVER WHITE,,,Default,,,,,13,,ea,,$ 32.50,$ 422.50,
,AC SM EF-NG975PBEGWW,SAMSUNG S10 PLUS LED VIEW COVER BLACK,,,Default,,,,,38,,ea,,$ 32.50,"$ 1,235.00",
,AC SM EF-NG975PGEGWW,SAMSUNG S10 PLUS LED VIEW COVER GREEN,,,Default,,,,,14,,ea,,$ 32.50,$ 455.00,
,AC SM EF-PG973TGEGWW,SAMSUNG S10 SILICONE COVER GREEN,,,Default,,,,,14,,ea,,$ 13.00,$ 182.00,
,AC SM EF-PG973TNEGWW,SAMSUNG S10 SILICONE COVER NAVY,,,Default,,,,,14,,ea,,$ 13.00,$ 182.00,
,AC SM EF-PG973TYEGWW,SAMSUNG S10 SILICONE COVER YELLOW,,,Default,,,,,14,,ea,,$ 13.00,$ 182.00,
,AC SM EF-RG970CLEGWW,SAMSUNG S10e PROTECTIVE STANDING COVER BLUE,,,Default,,,,,49,,ea,,$ 17.50,$ 857.50,
,AC SM EF-RG970CWEGWW,SAMSUNG S10e PROTECTIVE STANDING COVER WHITE,,,Default,,,,,12,,ea,,$ 17.50,$ 210.00,
,AC SM EF-RG973CBEGWW,SAMSUNG S10 PROTECTIVE STANDING COVER BLACK,,,Default,,,,,42,,ea,,$ 17.50,$ 735.00,
,AC SM EF-RG973CSEGWW,SAMSUNG S10 PROTECTIVE STANDING COVER SILVER,,,Default,,,,,28,,ea,,$ 17.50,$ 490.00,
,AC SM EF-RG975CSEGWW,SAMSUNG S10 PLUS PROTECTIVE STANDING COVER SILVER,,,Default,,,,,15,,ea,,$ 17.50,$ 262.50,
,AC SM EF-ZG970CBEGWW,SAMSUNG S10e CLEAR VIEW COVER BLACK,,,Default,,,,,87,,ea,,$ 30.00,"$ 2,610.00",
,AC SM EF-ZG970CGEGWW,SAMSUNG S10e CLEAR VIEW COVER GREEN,,,Default,,,,,11,,ea,,$ 30.00,$ 330.00,
,AC SM EF-ZG970CYEGWW,SAMSUNG S10e CLEAR VIEW COVER YELLOW,,,Default,,,,,9,,ea,,$ 30.00,$ 270.00,
,AC SM EF-ZG973CBEGWW,SAMSUNG S10 CLEAR VIEW COVER BLACK,,,Default,,,,,40,,ea,,$ 30.00,"$ 1,200.00",
,AC SM EF-ZG973CWEGWW,SAMSUNG S10 CLEAR VIEW COVER WHITE,,,Default,,,,,14,,ea,,$ 30.00,$ 420.00,
,AC SM EF-ZG975CBEGWW,SAMSUNG S10 PLUS CLEAR VIEW COVER BLACK,,,Default,,,,,50,,ea,,$ 28.00,"$ 1,400.00",
,AC SM ET-FG970CTEGWW,SAMSUNG S10e SCREEN PROTECTOR,,,Default,,,,,70,,ea,,$ 8.00,$ 560.00,
,,,,,,,,,,,,,Location Total:,,"$ 20,116.00",
RMA,,,,,,,,,,,,,,,,
,SM G780GZRKTPA,SAMSUNG GALAXY S20 FE 256GB RED DS,,,Default,,,,,10,,ea,,$ 452.00,"$ 4,520.00",
,SM G996BZVKTPA,SAMSUNG GALAXY S21 PLUS 256GB PHANTOM VIOLET DS,,,Default,,,,,1,,ea,,$ 829.00,$ 829.00,
,,,,,,,,,,,,,Location Total:,,"$ 5,349.00",
Shipping,,,,,,,,,,,,,,,,
,AC SM EF-PS721CJEGWW,SAMSUNG GALAXY S24 FE SILICON CASE GRAY,,,Default,,,,,10,,ea,,$ 7.50,$ 75.00,
,AC SM EI-T5600KWEGWW,SAMSUNG GALAXY SMART TAG 2 BLACK AND WHITE BUNDLE (4),,,Default,,,,,2,,ea,,$ 50.00,$ 100.00,
,AC SM EP-T4511XBEGCA,SAMSUNG 45W POWER ADAPTER FLAT PIN BLACK,,,Default,,,,,25,,ea,,$ 12.50,$ 312.50,
,AC SM ET-SVL31LKEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) GREEN,,,Default,,,,,1,,ea,,$ 12.50,$ 12.50,
,SM A165MLGGTPA,SAMSUNG GALAXY A16 6+128GB LIGHT GREEN,,,Default,,,,,320,,ea,,$ 115.00,"$ 36,800.00",
,SM A165MZAGTPA,SAMSUNG GALAXY A16 6+128GB GRAY,,,Default,,,,,320,,ea,,$ 115.00,"$ 36,800.00",
,SM A166MLGGTPA,SAMSUNG GALAXY A16 5G 6+128GB LIGHT GREEN,,,Default,,,,,235,,ea,,$ 137.62,"$ 32,341.62",
,SM A166MLGITPA,SAMSUNG GALAXY A16 5G 8+256GB LIGHT GREEN,,,Default,,,,,70,,ea,,$ 150.00,"$ 10,500.00",
,SM A166MZAGTPA,SAMSUNG GALAXY A16 5G 6+128GB LIGHT GRAY,,,Default,,,,,84,,ea,,$ 131.66,"$ 11,059.56",
,SM A166MZAITPA,SAMSUNG GALAXY A16 5G 8+256GB LIGHT GRAY,,,Default,,,,,60,,ea,,$ 150.00,"$ 9,000.00",
,SM A166MZKGTPA,SAMSUNG GALAXY A16 5G 6+128GB BLUE BLACK,,,Default,,,,,100,,ea,,$ 130.00,"$ 13,000.00",
,SM A166MZKITPA,SAMSUNG GALAXY A16 5G 8+256GB BLUE BLACK,,,Default,,,,,60,,ea,,$ 150.00,"$ 9,000.00",
,SM A266MLGDTPA,SAMSUNG GALAXY A26 5G 6+128GB MINT,,,Default,,,,,213,,ea,,$ 190.00,"$ 40,469.94",
,SM A266MLGHTPA,SAMSUNG GALAXY A26 5G 8+256GB MINT,,,Default,,,,,12,,ea,,$ 200.00,"$ 2,400.00",
,SM A266MZKDTPA,SAMSUNG GALAXY A26 5G 6+128GB BLACK,,,Default,,,,,375,,ea,,$ 190.00,"$ 71,250.00",
,SM A266MZKHTPA,SAMSUNG GALAXY A26 5G 8+256GB BLACK,,,Default,,,,,8,,ea,,$ 200.00,"$ 1,600.00",
,SM A266MZWDTPA,SAMSUNG GALAXY A26 5G 6+128GB WHITE,,,Default,,,,,255,,ea,,$ 190.00,"$ 48,450.00",
,SM A366ELGDTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME LIME,,,Default,,,,,13,,ea,,$ 235.00,"$ 3,055.00",
,SM A366ELGGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME LIME,,,Default,,,,,5,,ea,,$ 260.00,"$ 1,300.00",
,SM A366ELVDTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME LAVENDER,,,Default,,,,,13,,ea,,$ 235.00,"$ 3,055.00",
,SM A366ELVGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME LAVENDER,,,Default,,,,,7,,ea,,$ 260.00,"$ 1,820.00",
,SM A366EZADTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME WHITE,,,Default,,,,,14,,ea,,$ 234.96,"$ 3,289.44",
,SM A366EZAGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME WHITE,,,Default,,,,,5,,ea,,$ 260.00,"$ 1,300.00",
,SM A366EZKDTPA,SAMSUNG GALAXY A36 5G 8+128GB AWESOME BLACK,,,Default,,,,,74,,ea,,$ 235.00,"$ 17,390.00",
,SM A366EZKGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME BLACK,,,Default,,,,,7,,ea,,$ 260.00,"$ 1,820.00",
,SM A566EZADTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME LIGHTGRAY,,,Default,,,,,2,,ea,,$ 340.00,$ 680.00,
,SM A566EZGDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME OLIVE,,,Default,,,,,22,,ea,,$ 340.00,"$ 7,480.00",
,SM A566EZKDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME GRAPHITE,,,Default,,,,,2,,ea,,$ 340.00,$ 680.00,
,SM S721BLBKTPA,SAMSUNG GALAXY S24 FE 8+256GB LIGHT BLUE,,,Default,,,,,20,,ea,,$ 500.00,"$ 10,000.00",
,SM S721BLBPTPA,SAMSUNG GALAXY S24 FE 8+512GB LIGHT BLUE,,,Default,,,,,10,,ea,,$ 530.00,"$ 5,300.00",
,SM S721BZAKTPA,SAMSUNG GALAXY S24 FE 8+256GB GRAY,,,Default,,,,,20,,ea,,$ 500.00,"$ 10,000.00",
,SM S721BZAPTPA,SAMSUNG GALAXY S24 FE 8+512GB GRAY,,,Default,,,,,10,,ea,,$ 530.00,"$ 5,300.00",
,SM S926BZAJTPA,SAMSUNG GALAXY S24 PLUS 256GB MARBLE GRAY,,,Default,,,,,189,,ea,,$ 630.00,"$ 119,070.00",
,SM S926BZAKTPA,SAMSUNG GALAXY S24 PLUS 512GB MARBLE GRAY,,,Default,,,,,40,,ea,,$ 705.00,"$ 28,200.00",
,SM S926BZKJTPA,SAMSUNG GALAXY S24 PLUS 256GB ONYX BLACK,,,Default,,,,,156,,ea,,$ 630.00,"$ 98,280.00",
,SM S926BZKKTPA,SAMSUNG GALAXY S24 PLUS 512GB ONYX BLACK,,,Default,,,,,40,,ea,,$ 705.00,"$ 28,200.00",
,SM S926BZVJTPA,SAMSUNG GALAXY S24 PLUS 256GB COBALT VIOLET,,,Default,,,,,4,,ea,,$ 630.00,"$ 2,520.00",
,SM S926BZVKTPA,SAMSUNG GALAXY S24 PLUS 512GB COBALT VIOLET,,,Default,,,,,20,,ea,,$ 705.00,"$ 14,100.00",
,SM S926BZYJTPA,SAMSUNG GALAXY S24 PLUS 256GB AMBER YELLOW,,,Default,,,,,154,,ea,,$ 630.00,"$ 97,020.00",
,SM S928BZKKTPA,SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM BLACK,,,Default,,,,,20,,ea,,$ 740.01,"$ 14,800.23",
,SM S928BZKUTPA,SAMSUNG GALAXY S24 ULTRA 512GB TITANIUM BLACK,,,Default,,,,,13,,ea,,$ 780.00,"$ 10,140.00",
,SM S928BZTKTPA,SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM GRAY,,,Default,,,,,18,,ea,,$ 740.00,"$ 13,320.06",
,SM S928BZVUTPA,SAMSUNG GALAXY S24 ULTRA 512GB TITANIUM VIOLET,,,Default,,,,,71,,ea,,$ 780.00,"$ 55,380.00",
,SM S928BZYUTPA,SAMSUNG GALAXY S24 ULTRA 512GB TITANIUM YELLOW,,,Default,,,,,12,,ea,,$ 780.00,"$ 9,360.00",
,SM S938BZBJTPA,SAMSUNG GALAXY S25 ULTRA 12+256GB TITANIUM SILVERBLUE,,,Default,,,,,2,,ea,,$ 849.99,"$ 1,699.98",
,SM S938BZBKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM SILVER BLUE,,,Default,,,,,20,,ea,,$ 900.00,"$ 18,000.00",
,SM S938BZKJTPA,SAMSUNG GALAXY S25 ULTRA 12+256GB TITANIUM BLACK,,,Default,,,,,55,,ea,,$ 850.00,"$ 46,750.00",
,SM S938BZKKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM BLACK,,,Default,,,,,50,,ea,,$ 900.00,"$ 45,000.00",
,SM S938BZKUTPA,SAMSUNG GALAXY S25 ULTRA 12+1TB TITANIUM BLACK,,,Default,,,,,19,,ea,,"$ 1,000.00","$ 19,000.00",
,SM S938BZSJTPA,SAMSUNG GALAXY S25 ULTRA 12+256GB TITANIUM WHITE SILVER,,,Default,,,,,2,,ea,,$ 850.00,"$ 1,700.00",
,SM S938BZSKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM WHITE SILVER,,,Default,,,,,20,,ea,,$ 900.00,"$ 18,000.00",
,SM S938BZTJTPA,SAMSUNG GALAXY S25 ULTRA 12+256GB TITANIUM GRAY,,,Default,,,,,2,,ea,,$ 850.00,"$ 1,700.00",
,SM S938BZTKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM GRAY,,,Default,,,,,70,,ea,,$ 900.00,"$ 63,000.00",
,SM S938BZTUTPA,SAMSUNG GALAXY S25 ULTRA 12+1TB TITANIUM GRAY,,,Default,,,,,29,,ea,,"$ 1,000.00","$ 29,000.00",
,SM X520NLBATPA,SAMSUNG GALAXY TAB S10 FE WIFI 8+128GB (NO COVER) LIGHT BLUE,,,Default,,,,,70,,ea,,$ 340.00,"$ 23,800.00",
,SM X520NZAATPA,SAMSUNG GALAXY TAB S10 FE WIFI 8+128GB (NO COVER) GRAY,,,Default,,,,,157,,ea,,$ 340.00,"$ 53,380.00",
,SM X520NZSATPA,SAMSUNG GALAXY TAB S10 FE WIFI 8+128GB (NO COVER) SILVER,,,Default,,,,,32,,ea,,$ 340.00,"$ 10,880.00",
,SM X526BLBATPA,SAMSUNG GALAXY TAB 10 FE 5G 8+128GB LIGHT BLUE,,,Default,,,,,5,,ea,,$ 410.00,"$ 2,050.00",
,SM X526BZAATPA,SAMSUNG GALAXY TAB 10 FE 5G 8+128GB GRAY,,,Default,,,,,11,,ea,,$ 410.00,"$ 4,510.00",
,SM X526BZSATPA,SAMSUNG GALAXY TAB 10 FE 5G 8+128GB SILVER,,,Default,,,,,5,,ea,,$ 410.00,"$ 2,050.00",
,SM X620NLBATPA,SAMSUNG GALAXY TAB S10 FE PLUS WIFI 8+128GB (NO COVER) LIGHT BLUE,,,Default,,,,,10,,ea,,$ 420.00,"$ 4,200.00",
,SM X620NZAATPA,SAMSUNG GALAXY TAB S10 FE PLUS WIFI 8+128GB (NO COVER) GRAY,,,Default,,,,,30,,ea,,$ 419.99,"$ 12,599.73",
,SM X620NZSATPA,SAMSUNG GALAXY TAB S10 FE PLUS WIFI 8+128GB (NO COVER) SILVER,,,Default,,,,,10,,ea,,$ 420.00,"$ 4,200.00",
,SM X626BZAATPA,SAMSUNG GALAXY TAB S10 FE+ 5G 8+128GB GRAY,,,Default,,,,,26,,ea,,$ 490.00,"$ 12,740.00",
,SM X820NZADTPA,SAMSUNG GALAXY TAB S10 PLUS WIFI 12+256GB GRAPHITE,,,Default,,,,,5,,ea,,$ 629.69,"$ 3,148.45",
,SM X820NZSDTPA,SAMSUNG GALAXY TAB S10 PLUS WIFI 12+256GB SILVER,,,Default,,,,,5,,ea,,$ 630.00,"$ 3,150.00",
,SM X920NZADTPA,SAMSUNG GALAXY TAB S10 ULTRA WIFI 12+256GB GRAPHITE,,,Default,,,,,13,,ea,,$ 777.74,"$ 10,110.60",
,SM X920NZSDTPA,SAMSUNG GALAXY TAB S10 ULTRA WIFI 12+256GB SILVER,,,Default,,,,,13,,ea,,$ 780.00,"$ 10,140.00",
,W SM L300NZEALTA,SAMSUNG GALAXY WATCH 7 40MM BEIGE,,,Default,,,,,1,,ea,,$ 145.31,$ 145.31,
,W SM L300NZGALTA,SAMSUNG GALAXY WATCH 7 40MM GREEN,,,Default,,,,,5,,ea,,$ 170.41,$ 852.04,
,W SM L310NZGALTA,SAMSUNG GALAXY WATCH 7 44MM GREEN,,,Default,,,,,50,,ea,,$ 184.97,"$ 9,248.25",
,W SM L705FDAAGTO,SAMSUNG GALAXY WATCH ULTRA TITANIUM GRAY,,,Default,,,,,20,,ea,,$ 300.00,"$ 6,000.00",
,W SM L705FZWAGTO,SAMSUNG GALAXY WATCH ULTRA TITANIUM WHITE,,,Default,,,,,40,,ea,,$ 300.00,"$ 12,000.00",
,W SM R400NZAALTA,SAMSUNG GALAXY BUDS FE GRAPHITE,,,Default,,,,,1,,ea,,$ 39.00,$ 39.00,
,W SM R400NZWALTA,SAMSUNG GALAXY BUDS FE WHITE,,,Default,,,,,1,,ea,,$ 39.00,$ 39.00,
,W SM R630NZWALTA,SAMSUNG GALAXY BUDS 3 PRO WHITE,,,Default,,,,,1,,ea,,$ 110.09,$ 110.09,
,,,,,,,,,,,,,Location Total:,,"$ 1,315,273.30",
Stock,,,,,,,,,,,,,,,,
,AC SM EB-P3400XUEGWW,GALAXY 10AH 25W BATTERY PACK BEIGE,,,Default,,,,,178,,ea,,$ 17.50,"$ 3,115.00",
,AC SM EB-P4520XUEGWW,GALAXY 20AH BATTERY PACK BEIGE,,,Default,,,,,160,,ea,,$ 27.50,"$ 4,400.00",
,AC SM EF-GS721CJEGWW,SAMSUNG GALAXY S24 FE STANDING GRIP CASE GRAY,,,Default,,,,,188,,ea,,$ 7.50,"$ 1,410.00",
,AC SM EF-MF956TJEGWW,GALAXY FOLD 6 SILICONE CASE GRAY,,,Default,,,,,117,,ea,,$ 21.06,"$ 2,464.09",
,AC SM EF-MF956TWEGWW,GALAXY FOLD 6 SILICONE CASE WHITE,,,Default,,,,,100,,ea,,$ 15.00,"$ 1,500.00",
,AC SM EF-PF741TLEGWW,GALAXY FLIP 6 SILICONE CASE BLUE,,,Default,,,,,21,,ea,,$ 16.60,$ 348.64,
,AC SM EF-PF741TMEGWW,GALAXY FLIP 6 SILICONE CASE MINT,,,Default,,,,,24,,ea,,$ 10.00,$ 240.00,
,AC SM EF-PF741TNEGWW,GALAXY FLIP 6 SILICONE CASE NAVY,,,Default,,,,,40,,ea,,$ 17.37,$ 694.74,
,AC SM EF-PF741TYEGWW,GALAXY FLIP 6 SILICONE CASE YELLOW,,,Default,,,,,39,,ea,,$ 14.44,$ 563.33,
,AC SM EF-PS721CBEGWW,SAMSUNG GALAXY S24 FE SILICON CASE BLACK,,,Default,,,,,73,,ea,,$ 7.50,$ 547.50,
,AC SM EF-PS721CJEGWW,SAMSUNG GALAXY S24 FE SILICON CASE GRAY,,,Default,,,,,71,,ea,,$ 7.50,$ 532.50,
,AC SM EF-PS721CLEGWW,SAMSUNG GALAXY S24 FE SILICON CASE LIGHT GREEN,,,Default,,,,,31,,ea,,$ 7.50,$ 232.50,
,AC SM EF-PS921TEEGWW,SAMSUNG GALAXY S24 SILICON CASE PURPLE,,,Default,,,,,3,,ea,,$ 12.00,$ 36.00,
,AC SM EF-PS921TGEGWW,SAMSUNG GALAXY S24 SILICON CASE GREEN,,,Default,,,,,11,,ea,,$ 12.00,$ 132.00,
,AC SM EF-PS921TYEGWW,SAMSUNG GALAXY S24 SILICON CASE YELLOW,,,Default,,,,,10,,ea,,$ 12.00,$ 120.00,
,AC SM EF-PS926TEEGWW,SAMSUNG GALAXY S24 PLUS SILICON CASE PURPLE,,,Default,,,,,15,,ea,,$ 12.00,$ 180.00,
,AC SM EF-PS926TYEGWW,SAMSUNG GALAXY S24 PLUS SILICON CASE YELLOW,,,Default,,,,,9,,ea,,$ 12.00,$ 108.00,
,AC SM EF-PS928TEEGWW,SAMSUNG GALAXY S24 ULTRA SILICON CASE PURPLE,,,Default,,,,,8,,ea,,$ 12.00,$ 96.00,
,AC SM EF-PS928TGEGWW,SAMSUNG GALAXY S24 ULTRA SILICON CASE GREEN,,,Default,,,,,5,,ea,,$ 12.00,$ 60.00,
,AC SM EF-PS928TVEGWW,SAMSUNG GALAXY S24 ULTRA SILICON CASE VIOLET,,,Default,,,,,19,,ea,,$ 12.00,$ 228.00,
,AC SM EF-PS928TWEGWW,SAMSUNG GALAXY S24 ULTRA SILICON CASE WHITE,,,Default,,,,,59,,ea,,$ 12.00,$ 708.00,
,AC SM EF-PS928TYEGWW,SAMSUNG GALAXY S24 ULTRA SILICON CASE YELLOW,,,Default,,,,,82,,ea,,$ 12.00,$ 984.00,
,AC SM EF-PS931CMEGWW,SAMSUNG S25 SILICONE CASE MINT,,,Default,,,,,4,,ea,,$ 12.00,$ 48.00,
,AC SM EF-PS931CNEGWW,SAMSUNG S25 SILICONE CASE BLUE,,,Default,,,,,1,,ea,,$ 12.00,$ 12.00,
,AC SM EF-PS936CBEGWW,SAMSUNG S25 PLUS SILICONE CASE BLACK,,,Default,,,,,59,,ea,,$ 12.00,$ 708.00,
,AC SM EF-PS936CMEGWW,SAMSUNG S25 PLUS SILICONE CASE MINT,,,Default,,,,,124,,ea,,$ 12.00,"$ 1,488.00",
,AC SM EF-PS936CNEGWW,SAMSUNG S25 PLUS SILICONE CASE BLUE,,,Default,,,,,95,,ea,,$ 12.00,"$ 1,140.00",
,AC SM EF-PS936CREGWW,SAMSUNG S25 PLUS SILICONE CASE RED,,,Default,,,,,143,,ea,,$ 12.00,"$ 1,716.00",
,AC SM EF-PS938CLEGWW,SAMSUNG S25 ULTRA SILICONE CASE LIGHT BLUE,,,Default,,,,,1,,ea,,$ 12.00,$ 12.00,
,AC SM EF-QF741CTEGWW,GALAXY FLIP 6 CLEAR CASE,,,Default,,,,,336,,ea,,$ 8.75,"$ 2,940.00",
,AC SM EF-QF956CTEGWW,GALAXY FOLD 6 CLEAR CASE,,,Default,,,,,146,,ea,,$ 11.14,"$ 1,626.67",
,AC SM EF-QS931CTEGWW,SAMSUNG S25 CLEAR CASE CLEAR,,,Default,,,,,809,,ea,,$ 5.00,"$ 4,045.00",
,AC SM EF-QS936CTEGWW,SAMSUNG S25 PLUS CLEAR CASE CLEAR,,,Default,,,,,888,,ea,,$ 5.00,"$ 4,440.00",
,AC SM EF-QS938CTEGWW,SAMSUNG S25 ULTRA CLEAR CASE CLEAR,,,Default,,,,,"3,629",,ea,,$ 5.00,"$ 18,145.00",
,AC SM EF-UF956CTEGWW,GALAXY FOLD 6 ANTI-REFLECTING FILM CLEAR,,,Default,,,,,549,,ea,,$ 5.00,"$ 2,745.00",
